period_end,county,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_ppsf,median_list_price,homes_sold,homes_sold_mom,homes_sold_yoy,median_dom,daily_cases,percentage_fully_vaccinated,risk_index,risk,cost_of_living_rank,tax_burden,medianage
2021-12-31,Pike County,Missouri,MO,All Residential,-1,172500.0,0.2945590994371483,91.98634530604572,154400.0,14.0,-0.125,0.5555555555555555,71.0,4132.0,0.369,2.0,High,39.0,7.75,39.0
2021-12-31,Manitowoc County,Wisconsin,WI,All Residential,-1,155000.0,0.0333333333333334,106.99826489300172,152000.0,83.0,-0.0978260869565217,-0.0674157303370787,53.0,20206.0,0.598,2.0,High,17.0,8.89,40.0
2021-12-31,Napa County,California,CA,All Residential,-1,913083.0,0.1706192307692306,534.0902469513668,906500.0,150.0,0.1627906976744186,-0.0506329113924051,46.0,25903.0,0.778,3.0,Critical,10.0,9.48,37.0
2021-12-31,Scott County,Kentucky,KY,All Residential,-1,265216.0,0.0612885154061624,145.3499442402214,300000.0,79.0,-0.0246913580246913,-0.233009708737864,10.0,15406.0,0.549,5.0,Extreme,22.0,8.58,39.0
2021-12-31,Burke County,Georgia,GA,All Residential,-1,244500.0,0.0747252747252746,121.41378231638777,164949.5,8.0,0.1428571428571427,-0.1999999999999999,42.0,5260.0,0.559,1.0,Medium,35.0,7.91,37.0
2021-12-31,Fayette County,Georgia,GA,All Residential,-1,395000.0,-0.0428882965834747,157.3402498959389,449999.5,160.0,-0.0804597701149425,-0.183673469387755,18.0,21903.0,0.613,3.0,Critical,35.0,7.91,37.0
2021-12-31,Morgan County,Indiana,IN,All Residential,-1,235000.0,-0.0598119623924785,123.37662337662336,240000.0,87.0,-0.2090909090909091,-0.1944444444444444,14.0,16306.0,0.531,2.0,High,33.0,8.15,38.0
2021-12-31,Madison County,Virginia,VA,All Residential,-1,310000.0,-0.0948905109489051,189.9696048632219,349000.0,19.0,0.5833333333333331,-0.2692307692307692,44.0,2024.0,0.579,3.0,Critical,37.0,7.86,38.0
2021-12-31,St. Tammany Parish,Louisiana,LA,All Residential,-1,272000.0,0.0074074074074073,147.9460153129641,265000.0,388.0,-0.0513447432762835,-0.1491228070175438,14.0,71368.0,0.56,2.0,High,19.0,8.82,37.0
2021-12-31,Stephens County,Oklahoma,OK,All Residential,-1,21000.0,-0.809090909090909,35.0,235000.0,3.0,-0.5,,115.0,10384.0,0.467,3.0,Critical,44.0,7.13,37.0
2021-12-31,Lauderdale County,Tennessee,TN,All Residential,-1,155200.0,0.2172549019607843,99.03846153846152,120000.0,18.0,0.0,1.0,47.0,7603.0,0.369,3.0,Critical,49.0,5.74,39.0
2021-12-31,DeKalb County,Alabama,AL,All Residential,-1,180000.0,0.0619469026548673,109.27152317880795,189950.0,37.0,-0.26,-0.159090909090909,52.0,18435.0,0.332,3.0,Critical,40.0,7.45,39.0
2021-12-31,Charleston County,South Carolina,SC,All Residential,-1,476250.0,0.083617747440273,252.64270613107823,469000.0,834.0,0.1031746031746032,-0.1775147928994083,50.0,110261.0,0.642,3.0,Critical,40.0,7.45,39.0
2021-12-31,Alexander County,North Carolina,NC,All Residential,-1,208000.0,-0.1643230212936922,119.1358024691358,239950.0,37.0,0.2758620689655173,0.0571428571428571,48.0,10289.0,0.433,3.0,Critical,34.0,8.07,39.0
2021-12-31,Richland County,Wisconsin,WI,All Residential,-1,355000.0,0.5570175438596491,126.10820309734696,197000.0,17.0,-0.3199999999999999,0.3076923076923077,62.0,3772.0,0.582,3.0,Critical,17.0,8.89,40.0
2021-12-31,Lincoln County,Tennessee,TN,All Residential,-1,216250.0,-0.0484048404840483,135.0109752206195,189200.0,42.0,0.3999999999999999,0.5555555555555555,51.0,9795.0,0.409,3.0,Critical,49.0,5.74,39.0
2021-12-31,Coahoma County,Mississippi,MS,All Residential,-1,18000.0,-0.8909090909090908,15.734265734265737,10993.0,1.0,-0.5,,49.0,6404.0,0.505,3.0,Critical,15.0,8.99,38.0
2021-12-31,Shenandoah County,Virginia,VA,All Residential,-1,262500.0,0.09375,166.82342429065676,277500.0,85.0,0.0365853658536585,0.0493827160493827,48.0,10577.0,0.56,3.0,Critical,37.0,7.86,38.0
2021-12-31,Houston County,Tennessee,TN,All Residential,-1,215000.0,-0.182509505703422,156.76001990025603,442499.5,12.0,0.1999999999999999,-0.0769230769230768,54.0,2614.0,0.428,5.0,Extreme,49.0,5.74,39.0
2021-12-31,Millard County,Utah,UT,All Residential,-1,286000.0,0.0418943533697631,134.004884004884,225000.0,13.0,0.625,1.1666666666666663,35.0,3230.0,0.446,3.0,Critical,27.0,8.29,31.0
2021-12-31,Alleghany County,North Carolina,NC,All Residential,-1,235000.0,-0.1280148423005566,123.03664921465968,299500.0,3.0,-0.5,-0.625,197.0,2857.0,0.571,3.0,Critical,34.0,8.07,39.0
2021-12-31,Pawnee County,Nebraska,NE,All Residential,-1,154000.0,1.6324786324786325,61.11111111111112,120000.0,1.0,0.0,,28.0,396.0,0.429,2.0,High,14.0,9.01,37.0
2021-12-31,Rock County,Minnesota,MN,All Residential,-1,183500.0,0.1654493489996824,97.82793625588384,297450.0,8.0,-0.1999999999999999,0.3333333333333332,76.0,2305.0,0.532,2.0,High,6.0,9.99,38.0
2021-12-31,Eastland County,Texas,TX,All Residential,-1,180000.0,-0.1084695393759286,80.14247551202138,167000.0,17.0,-0.1904761904761904,0.5454545454545454,52.0,2738.0,0.368,2.0,High,30.0,8.19,35.0
2021-12-31,Jack County,Texas,TX,All Residential,-1,225000.0,1.6785714285714284,92.3205596107056,167500.0,8.0,0.6,1.0,58.0,1472.0,0.403,3.0,Critical,30.0,8.19,35.0
2021-12-31,Union County,South Carolina,SC,All Residential,-1,200000.0,0.1188811188811189,114.89698890649764,174500.0,9.0,3.5,0.125,53.0,7558.0,0.411,3.0,Critical,40.0,7.45,39.0
2021-12-31,Delaware County,Pennsylvania,PA,All Residential,-1,265000.0,-0.0363636363636363,166.99346405228758,239950.0,752.0,0.0,-0.051702395964691,35.0,108479.0,0.618,2.0,High,23.0,8.46,41.0
2021-12-31,Navarro County,Texas,TX,All Residential,-1,200000.0,0.0126582278481013,125.0,232500.0,57.0,0.4615384615384614,0.1176470588235294,40.0,12157.0,0.445,3.0,Critical,30.0,8.19,35.0
2021-12-31,Catawba County,North Carolina,NC,All Residential,-1,245000.0,-0.0040650406504064,141.85883997204752,259900.0,194.0,-0.1339285714285714,96.0,43.0,46666.0,0.532,3.0,Critical,34.0,8.07,39.0
2021-12-31,Boyle County,Kentucky,KY,All Residential,-1,197500.0,-0.0047871000251952,108.604407135362,173950.0,31.0,-0.03125,-0.1621621621621621,38.0,8209.0,0.558,5.0,Extreme,22.0,8.58,39.0
2021-12-31,Loudoun County,Virginia,VA,All Residential,-1,622500.0,0.0375,244.7995941146626,587000.0,532.0,-0.1595576619273301,-0.1927162367223065,29.0,64804.0,0.767,3.0,Critical,37.0,7.86,38.0
2021-12-31,Benton County,Oregon,OR,All Residential,-1,506397.0,0.0078555080107474,258.64055299539166,492950.0,99.0,0.076086956521739,0.3943661971830985,43.0,14548.0,0.739,3.0,Critical,27.0,8.29,39.0
2021-12-31,Douglas County,Colorado,CO,All Residential,-1,640527.5,-0.0067801209489843,231.0916730487233,650000.0,664.0,-0.0594900849858357,-0.0334788937409025,7.0,75549.0,0.726,3.0,Critical,26.0,8.31,37.0
2021-12-31,Lee County,Illinois,IL,All Residential,-1,133000.0,0.064,85.16290944813402,97250.0,33.0,0.0,-0.1081081081081081,18.0,8629.0,0.584,3.0,Critical,9.0,9.52,38.0
2021-12-31,Lincoln County,Nevada,NV,All Residential,-1,170000.0,-0.1707317073170732,85.35489667565139,549500.0,3.0,-0.5714285714285714,0.5,165.0,953.0,0.38,2.0,High,29.0,8.23,38.0
2021-12-31,Columbia County,Georgia,GA,All Residential,-1,277750.0,-0.0080357142857142,132.71404135923268,300000.0,350.0,0.0703363914373089,0.0736196319018405,13.0,35198.0,0.499,3.0,Critical,35.0,7.91,37.0
2021-12-31,Sebastian County,Arkansas,AR,All Residential,-1,198450.0,-0.0769767441860464,107.38623582341364,140000.0,6.0,0.1999999999999999,0.5,7.0,32300.0,0.487,3.0,Critical,20.0,8.8,38.0
2021-12-31,Dane County,Wisconsin,WI,All Residential,-1,350000.0,0.0144927536231884,183.8879159369527,314900.0,653.0,-0.0224550898203592,-0.0577200577200577,50.0,121019.0,0.818,3.0,Critical,17.0,8.89,40.0
2021-12-31,Bexar County,Texas,TX,All Residential,-1,292000.0,0.024561403508772,156.83104284559417,294800.0,2190.0,0.0730034296913277,-0.1093940626270841,25.0,536834.0,0.681,3.0,Critical,30.0,8.19,35.0
2021-12-31,Jefferson County,Wisconsin,WI,All Residential,-1,235000.0,-0.1826086956521738,139.68139029688632,259500.0,91.0,-0.3308823529411765,0.0833333333333332,50.0,21137.0,0.568,2.0,High,17.0,8.89,40.0
2021-12-31,Hennepin County,Minnesota,MN,All Residential,-1,339900.0,-0.0140681653372009,190.67774624469672,335000.0,1748.0,-0.1117886178861788,-0.0632368703108252,25.0,291774.0,0.729,3.0,Critical,6.0,9.99,38.0
2021-12-31,Fillmore County,Nebraska,NE,All Residential,-1,69000.0,-0.7094736842105261,38.793103448275865,89450.0,3.0,0.5,,14.0,1081.0,0.516,2.0,High,14.0,9.01,37.0
2021-12-31,Chicot County,Arkansas,AR,All Residential,-1,80000.0,0.7777777777777776,38.095238095238095,,1.0,0.0,0.0,38.0,2734.0,0.538,3.0,Critical,20.0,8.8,38.0
2021-12-31,Genesee County,Michigan,MI,All Residential,-1,181150.0,0.0662154208357856,120.42850699142986,175000.0,516.0,0.0137524557956778,-0.0549450549450549,19.0,99523.0,0.5,3.0,Critical,24.0,8.34,40.0
2021-12-31,Coffee County,Tennessee,TN,All Residential,-1,269950.0,0.0001852537977029,152.1471088435374,287450.0,83.0,-0.0674157303370787,0.2769230769230768,42.0,16595.0,0.455,5.0,Extreme,49.0,5.74,39.0
2021-12-31,Branch County,Michigan,MI,All Residential,-1,143000.0,-0.1328077622801697,117.88799753162604,179900.0,43.0,-0.1224489795918367,-0.0444444444444443,46.0,12015.0,0.445,2.0,High,24.0,8.34,40.0
2021-12-31,Lyon County,Minnesota,MN,All Residential,-1,129000.0,-0.051121735932328,73.20836785418393,180000.0,16.0,-0.5,-0.4666666666666666,17.0,6973.0,0.558,3.0,Critical,6.0,9.99,38.0
2021-12-31,Klamath County,Oregon,OR,All Residential,-1,276750.0,-0.0116071428571428,175.26455026455025,250000.0,112.0,0.0275229357798165,-0.0344827586206896,22.0,13804.0,0.499,3.0,Critical,27.0,8.29,39.0
2021-12-31,Alamance County,North Carolina,NC,All Residential,-1,274740.0,0.1134346504559271,152.20979789346018,258500.0,253.0,0.1990521327014218,-0.01171875,14.0,45532.0,0.583,3.0,Critical,34.0,8.07,39.0
2021-12-31,Peach County,Georgia,GA,All Residential,-1,241250.0,0.1066513761467891,94.19482061086576,192450.0,20.0,-0.1999999999999999,0.3333333333333332,24.0,6045.0,0.447,2.0,High,35.0,7.91,37.0
2021-12-31,Somerset County,Maine,ME,All Residential,-1,160000.0,-0.0588235294117647,115.4320987654321,160000.0,61.0,-0.2469135802469135,0.0166666666666666,39.0,7780.0,0.599,3.0,Critical,4.0,10.5,45.0
2021-12-31,Iron County,Utah,UT,All Residential,-1,363000.0,-0.1146341463414634,205.57354678398303,364900.0,14.0,-0.1764705882352941,0.0769230769230768,8.0,14545.0,0.453,2.0,High,27.0,8.29,31.0
2021-12-31,Chester County,Pennsylvania,PA,All Residential,-1,423000.0,-0.0275862068965517,193.4984520123839,415000.0,684.0,-0.0129870129870129,-0.0940397350993377,24.0,90156.0,0.682,3.0,Critical,23.0,8.46,41.0
2021-12-31,Comanche County,Oklahoma,OK,All Residential,-1,89500.0,-0.3048543689320388,59.87983611875634,310000.0,6.0,0.5,,29.0,30992.0,0.595,3.0,Critical,44.0,7.13,37.0
2021-12-31,Blaine County,Oklahoma,OK,All Residential,-1,127000.0,,44.24778761061946,157500.0,3.0,,,76.0,2383.0,0.46,3.0,Critical,44.0,7.13,37.0
2021-12-31,Bracken County,Kentucky,KY,All Residential,-1,249500.0,0.3032123269783233,142.5438596491228,92500.0,3.0,-0.25,0.0,35.0,2074.0,0.466,3.0,Critical,22.0,8.58,39.0
2021-12-31,Dewey County,Oklahoma,OK,All Residential,-1,115000.0,,96.964586846543,114500.0,1.0,,,164.0,1051.0,0.249,2.0,High,44.0,7.13,37.0
2021-12-31,Red River County,Texas,TX,All Residential,-1,91750.0,-0.3441744102930665,57.04879534845748,129500.0,6.0,1.0,,55.0,2208.0,0.409,3.0,Critical,30.0,8.19,35.0
2021-12-31,Williamson County,Texas,TX,All Residential,-1,445000.0,-0.0103897952285221,226.6997481108312,427850.0,1106.0,0.0748299319727891,-0.0783333333333333,33.0,130252.0,0.673,3.0,Critical,30.0,8.19,35.0
2021-12-31,Graham County,North Carolina,NC,All Residential,-1,247500.0,-0.4310344827586206,172.55455256928138,499000.0,4.0,0.3333333333333332,3.0,83.0,2223.0,0.461,3.0,Critical,34.0,8.07,39.0
2021-12-31,Clark County,Arkansas,AR,All Residential,-1,182000.0,0.4026974951830442,100.00517876413208,152000.0,10.0,-0.1666666666666666,0.0,72.0,5140.0,0.481,3.0,Critical,20.0,8.8,38.0
2021-12-31,Franklin County,North Carolina,NC,All Residential,-1,325000.0,0.0594947025264873,170.97330785562633,351144.0,167.0,0.1283783783783782,0.0182926829268292,42.0,19735.0,0.529,3.0,Critical,34.0,8.07,39.0
2021-12-31,McClain County,Oklahoma,OK,All Residential,-1,230000.0,-0.0909090909090909,138.82978723404256,288000.0,67.0,-0.0563380281690141,-0.1927710843373493,28.0,11397.0,0.472,3.0,Critical,44.0,7.13,37.0
2021-12-31,Meigs County,Tennessee,TN,All Residential,-1,242565.0,-0.3069571428571428,141.4647435897436,307500.0,8.0,-0.1111111111111111,0.3333333333333332,54.0,3297.0,0.676,3.0,Critical,49.0,5.74,39.0
2021-12-31,Estill County,Kentucky,KY,All Residential,-1,111000.0,-0.3563351696143809,70.52699867825918,157400.0,14.0,0.75,0.1666666666666667,32.0,3972.0,0.508,5.0,Extreme,22.0,8.58,39.0
2021-12-31,Hampton County,South Carolina,SC,All Residential,-1,170500.0,0.5223214285714286,94.67443935611064,190000.0,4.0,0.0,3.0,34.0,4977.0,0.632,3.0,Critical,40.0,7.45,39.0
2021-12-31,Northumberland County,Virginia,VA,All Residential,-1,429950.0,0.0116470588235293,162.81932902431518,452000.0,14.0,-0.125,1.3333333333333337,35.0,2126.0,0.674,2.0,High,37.0,7.86,38.0
2021-12-31,Copiah County,Mississippi,MS,All Residential,-1,105000.0,-0.3225806451612903,80.14571948998177,112000.0,5.0,-0.4444444444444444,0.0,35.0,7057.0,0.532,3.0,Critical,15.0,8.99,38.0
2021-12-31,Henry County,Tennessee,TN,All Residential,-1,309450.0,0.053805550825813,162.63888888888889,343000.0,4.0,0.0,,141.0,7914.0,0.46,3.0,Critical,49.0,5.74,39.0
2021-12-31,Mason County,Washington,WA,All Residential,-1,390000.0,0.0025706940874035,252.0064205457464,396750.0,107.0,-0.213235294117647,-0.1008403361344537,20.0,11769.0,0.6,3.0,Critical,24.0,8.34,38.0
2021-12-31,Ben Hill County,Georgia,GA,All Residential,-1,45000.0,,30.364372469635622,135000.0,1.0,,0.0,1.0,4296.0,0.379,3.0,Critical,35.0,7.91,37.0
2021-12-31,Phillips County,Colorado,CO,All Residential,-1,151860.0,-0.2628155339805825,99.90474215443489,184500.0,4.0,0.0,-0.3333333333333333,26.0,856.0,0.513,5.0,Extreme,26.0,8.31,37.0
2021-12-31,McCormick County,South Carolina,SC,All Residential,-1,400000.0,0.3114754098360654,158.0135440180587,195000.0,11.0,0.2222222222222223,0.1,12.0,2186.0,0.58,3.0,Critical,40.0,7.45,39.0
2021-12-31,Franklin County,Pennsylvania,PA,All Residential,-1,205000.0,-0.0465116279069767,125.25108256387004,230000.0,189.0,-0.015625,-0.0869565217391304,21.0,39827.0,0.433,2.0,High,23.0,8.46,41.0
2021-12-31,Lamar County,Georgia,GA,All Residential,-1,229500.0,0.0676901605024424,141.8032786885246,299999.0,36.0,0.1999999999999999,0.0,19.0,4795.0,0.344,2.0,High,35.0,7.91,37.0
2021-12-31,Cortland County,New York,NY,All Residential,-1,159000.0,-0.0421686746987951,101.97704081632654,130450.0,41.0,-0.0681818181818182,0.0512820512820513,61.0,10228.0,0.586,3.0,Critical,1.0,12.79,39.0
2021-12-31,Sumter County,South Carolina,SC,All Residential,-1,137000.0,0.1416666666666666,94.80968858131487,191750.0,3.0,-0.5714285714285714,,18.0,27323.0,0.508,3.0,Critical,40.0,7.45,39.0
2021-12-31,Moore County,Tennessee,TN,All Residential,-1,370000.0,-0.0864197530864198,185.0,857000.0,7.0,-0.3,0.75,56.0,2186.0,0.216,3.0,Critical,49.0,5.74,39.0
2021-12-31,Laurens County,South Carolina,SC,All Residential,-1,268076.5,-0.0452674091036978,131.34465728514795,185000.0,68.0,0.5813953488372092,0.4468085106382979,43.0,18370.0,0.38,3.0,Critical,40.0,7.45,39.0
2021-12-31,Kitsap County,Washington,WA,All Residential,-1,498000.0,-0.0138613861386138,282.0361635220126,500000.0,415.0,-0.0997830802603036,-0.0326340326340326,7.0,37937.0,0.688,3.0,Critical,24.0,8.34,38.0
2021-12-31,Middlesex County,Virginia,VA,All Residential,-1,350000.0,0.0416744172203662,278.2608695652174,298000.0,5.0,-0.5,-0.375,77.0,1770.0,0.673,2.0,High,37.0,7.86,38.0
2021-12-31,Hancock County,Tennessee,TN,All Residential,-1,220000.0,0.0232558139534884,136.28966639544345,299900.0,3.0,0.5,2.0,56.0,1935.0,0.32,5.0,Extreme,49.0,5.74,39.0
2021-12-31,Bastrop County,Texas,TX,All Residential,-1,391801.0,0.0046437088130464,219.05570652173915,379000.0,121.0,0.3908045977011493,0.0614035087719297,42.0,21498.0,0.566,2.0,High,30.0,8.19,35.0
2021-12-31,Cumberland County,Virginia,VA,All Residential,-1,224500.0,0.4966666666666665,164.0,192450.0,8.0,0.1428571428571427,0.1428571428571427,27.0,1194.0,0.508,2.0,High,37.0,7.86,38.0
2021-12-31,Ottawa County,Oklahoma,OK,All Residential,-1,162500.0,0.4772727272727272,75.59567005321723,167450.0,2.0,1.0,0.0,9.0,8976.0,0.383,3.0,Critical,44.0,7.13,37.0
2021-12-31,Sussex County,Virginia,VA,All Residential,-1,135000.0,-0.1455696202531645,115.47604384776452,375000.0,8.0,-0.1111111111111111,0.3333333333333332,50.0,2378.0,0.501,2.0,High,37.0,7.86,38.0
2021-12-31,Gillespie County,Texas,TX,All Residential,-1,1675000.0,,476.4267990074442,,3.0,,0.0,60.0,5079.0,0.532,2.0,High,30.0,8.19,35.0
2021-12-31,Coconino County,Arizona,AZ,All Residential,-1,658000.0,0.175,331.0810810810811,549000.0,157.0,-0.1079545454545454,-0.1780104712041884,16.0,42810.0,0.756,3.0,Critical,30.0,8.19,38.0
2021-12-31,Osceola County,Michigan,MI,All Residential,-1,149900.0,0.1992,113.64850427350429,174500.0,23.0,-0.0416666666666666,2.833333333333333,47.0,4903.0,0.416,2.0,High,24.0,8.34,40.0
2021-12-31,Jefferson County,Arkansas,AR,All Residential,-1,122000.0,0.0613310134841236,74.28278688524588,125000.0,49.0,0.0208333333333332,0.1136363636363635,35.0,18425.0,0.436,2.0,High,20.0,8.8,38.0
2021-12-31,Medina County,Texas,TX,All Residential,-1,275000.0,-0.2763157894736841,176.47590361445782,330000.0,39.0,0.1142857142857143,-0.0930232558139535,23.0,9745.0,0.549,3.0,Critical,30.0,8.19,35.0
2021-12-31,Lewis County,Idaho,ID,All Residential,-1,173000.0,-0.194974406700791,94.87951807228916,378750.0,5.0,0.0,0.6666666666666667,45.0,1119.0,0.511,3.0,Critical,36.0,7.88,36.0
2021-12-31,Westmoreland County,Pennsylvania,PA,All Residential,-1,179900.0,-0.0005555555555555,133.13931772908367,169000.0,353.0,-0.0194444444444444,-0.0878552971576227,54.0,78579.0,0.558,3.0,Critical,23.0,8.46,41.0
2021-12-31,Cherokee County,Alabama,AL,All Residential,-1,241000.0,0.1341176470588234,139.8,249450.0,21.0,-0.1923076923076922,-0.0869565217391304,60.0,5047.0,0.302,2.0,High,40.0,7.45,39.0
2021-12-31,Yadkin County,North Carolina,NC,All Residential,-1,175000.0,-0.2553191489361702,123.97921306607276,190000.0,16.0,0.0666666666666666,-0.3846153846153845,61.0,10517.0,0.487,3.0,Critical,34.0,8.07,39.0
2021-12-31,Cocke County,Tennessee,TN,All Residential,-1,339000.0,-0.0648275862068965,177.82909930715937,381750.0,13.0,0.0833333333333332,5.5,63.0,10960.0,0.49,5.0,Extreme,49.0,5.74,39.0
2021-12-31,Toombs County,Georgia,GA,All Residential,-1,85000.0,-0.6280087527352298,41.76904176904177,,3.0,0.0,-0.25,76.0,6844.0,0.414,3.0,Critical,35.0,7.91,37.0
2021-12-31,Laurel County,Kentucky,KY,All Residential,-1,200000.0,0.1126564673157162,103.45319634703196,192000.0,53.0,-0.0185185185185184,0.0816326530612245,35.0,17812.0,0.399,5.0,Extreme,22.0,8.58,39.0
2021-12-31,Costilla County,Colorado,CO,All Residential,-1,235000.0,0.0312060503272433,110.44176706827308,,3.0,-0.5,-0.6666666666666667,77.0,645.0,0.594,3.0,Critical,26.0,8.31,37.0
2021-12-31,Williams County,Ohio,OH,All Residential,-1,114425.0,-0.2281618887015176,87.46948738812041,129900.0,49.0,-0.0576923076923077,1.2272727272727273,60.0,8920.0,0.442,2.0,High,16.0,8.96,39.0
2021-12-31,Lincoln County,Arkansas,AR,All Residential,-1,79700.0,-0.3358333333333333,51.75324675324676,53400.0,3.0,-0.4,0.5,82.0,4884.0,0.345,3.0,Critical,20.0,8.8,38.0
2021-12-31,Hardin County,Texas,TX,All Residential,-1,259000.0,0.1772727272727272,136.94977843426884,235000.0,19.0,0.4615384615384614,,63.0,11969.0,0.373,2.0,High,30.0,8.19,35.0
2021-12-31,Andrew County,Missouri,MO,All Residential,-1,202500.0,0.1918775750441437,102.34423646959912,154900.0,16.0,-0.1578947368421053,-0.1111111111111111,23.0,4658.0,0.376,2.0,High,39.0,7.75,39.0
2021-12-31,Iowa County,Wisconsin,WI,All Residential,-1,195000.0,-0.1136363636363636,135.38640325392214,237000.0,25.0,-0.1071428571428571,-0.1935483870967742,40.0,5118.0,0.681,3.0,Critical,17.0,8.89,40.0
2021-12-31,Wyoming County,Pennsylvania,PA,All Residential,-1,189000.0,-0.0186151569436872,105.46875,230000.0,9.0,-0.25,-0.3571428571428571,9.0,4988.0,0.584,3.0,Critical,23.0,8.46,41.0
2021-12-31,Rockingham County,New Hampshire,NH,All Residential,-1,482733.5,0.0381365591397848,247.1774238014028,509236.0,416.0,-0.2136105860113422,-0.2091254752851711,39.0,64794.0,,3.0,Critical,46.0,6.84,43.0
2021-12-31,Macon County,Tennessee,TN,All Residential,-1,259900.0,0.0398079615923183,162.1081081081081,262400.0,29.0,0.3181818181818181,0.2083333333333332,49.0,8257.0,0.313,5.0,Extreme,49.0,5.74,39.0
2021-12-31,Bienville Parish,Louisiana,LA,All Residential,-1,400000.0,1.64331736329093,133.33333333333334,97500.0,1.0,-0.5,,87.0,3942.0,0.482,3.0,Critical,19.0,8.82,37.0
2021-12-31,Travis County,Texas,TX,All Residential,-1,545849.5,0.0299047169811321,299.4241842610365,499999.0,1692.0,0.0668348045397226,-0.1246766683911019,36.0,217921.0,0.687,2.0,High,30.0,8.19,35.0
2021-12-31,Montgomery County,Missouri,MO,All Residential,-1,153238.5,-0.0145434083601285,92.1278588569918,74950.0,10.0,0.1111111111111111,0.25,49.0,2443.0,0.48,3.0,Critical,39.0,7.75,39.0
2021-12-31,Polk County,Nebraska,NE,All Residential,-1,130000.0,0.5757575757575756,86.49789029535864,230000.0,3.0,0.0,,47.0,1150.0,0.409,3.0,Critical,14.0,9.01,37.0
2021-12-31,Newton County,Georgia,GA,All Residential,-1,279900.0,-0.051186440677966,142.04545454545453,280000.0,159.0,-0.2010050251256281,-0.3146551724137931,21.0,24254.0,0.413,2.0,High,35.0,7.91,37.0
2021-12-31,Athens County,Ohio,OH,All Residential,-1,151250.0,0.4684466019417474,90.57659208261616,163000.0,4.0,-0.5,0.3333333333333332,146.0,14188.0,0.509,3.0,Critical,16.0,8.96,39.0
2021-12-31,Clark County,Kentucky,KY,All Residential,-1,186000.0,-0.0558375634517765,126.92307692307692,215000.0,49.0,-0.0576923076923077,-0.0576923076923077,29.0,9593.0,0.538,5.0,Extreme,22.0,8.58,39.0
2021-12-31,Independence County,Arkansas,AR,All Residential,-1,165000.0,-0.131578947368421,99.9375,212450.0,5.0,-0.2857142857142857,0.0,20.0,10472.0,0.405,3.0,Critical,20.0,8.8,38.0
2021-12-31,Fulton County,New York,NY,All Residential,-1,151000.0,0.0202702702702701,100.35714285714286,166500.0,59.0,-0.0483870967741935,0.0350877192982457,43.0,12182.0,0.536,3.0,Critical,1.0,12.79,39.0
2021-12-31,Linn County,Oregon,OR,All Residential,-1,365000.0,0.0,243.341870731301,350000.0,182.0,0.0520231213872832,-0.0618556701030927,39.0,25613.0,0.547,3.0,Critical,27.0,8.29,39.0
2021-12-31,Delaware County,Ohio,OH,All Residential,-1,415000.0,0.0094867428849427,174.1198858230257,420010.0,271.0,-0.1396825396825396,-0.2076023391812865,42.0,43720.0,0.744,2.0,High,16.0,8.96,39.0
2021-12-31,Crawford County,Georgia,GA,All Residential,-1,170000.0,,98.2817518519206,199900.0,2.0,,0.0,79.0,1765.0,0.402,3.0,Critical,35.0,7.91,37.0
2021-12-31,Steele County,Minnesota,MN,All Residential,-1,238475.0,0.0717977528089888,137.90665267563236,226450.0,42.0,0.2352941176470588,0.0,16.0,10128.0,0.601,3.0,Critical,6.0,9.99,38.0
2021-12-31,Runnels County,Texas,TX,All Residential,-1,150000.0,-0.6988465824106326,83.70535714285715,134950.0,1.0,0.0,,73.0,2249.0,0.44,3.0,Critical,30.0,8.19,35.0
2021-12-31,Wayne County,Missouri,MO,All Residential,-1,81000.0,0.0220820189274448,61.40252976190476,106250.0,6.0,0.5,,35.0,2344.0,0.357,3.0,Critical,39.0,7.75,39.0
2021-12-31,Columbia County,Oregon,OR,All Residential,-1,439900.0,0.1424045291054756,248.88888888888889,427450.0,71.0,0.1269841269841269,-0.144578313253012,17.0,7297.0,0.6,3.0,Critical,27.0,8.29,39.0
2021-12-31,Nolan County,Texas,TX,All Residential,-1,176500.0,,101.07825015403574,85000.0,2.0,,1.0,122.0,3036.0,0.413,3.0,Critical,30.0,8.19,35.0
2021-12-31,Grant County,Arkansas,AR,All Residential,-1,144700.0,-0.201655172413793,110.40589043885552,281400.0,12.0,0.0,-0.25,31.0,4314.0,0.452,3.0,Critical,20.0,8.8,38.0
2021-12-31,Lampasas County,Texas,TX,All Residential,-1,322850.0,0.1037606837606837,168.28391560384136,297900.0,36.0,0.2413793103448276,2.272727272727273,17.0,5465.0,0.464,3.0,Critical,30.0,8.19,35.0
2021-12-31,Newton County,Arkansas,AR,All Residential,-1,275000.0,,219.78021978021977,,3.0,,,75.0,1696.0,0.333,2.0,High,20.0,8.8,38.0
2021-12-31,Kenosha County,Wisconsin,WI,All Residential,-1,219900.0,-0.1024489795918367,150.06127450980392,217000.0,223.0,-0.0897959183673469,0.0276497695852535,49.0,43414.0,0.588,2.0,High,17.0,8.89,40.0
2021-12-31,Avery County,North Carolina,NC,All Residential,-1,475000.0,1.6685393258426968,298.20261437908493,459000.0,3.0,-0.4,,67.0,4270.0,0.526,5.0,Extreme,34.0,8.07,39.0
